店铺,ASIN,FNSKU,商品标题,产品中文名,销量,销售额,订单数,日均销量,Vine赠品销量(已扣除),可售,入库中,不可售,预留,FBA总量,包装尺寸1(长×宽×高cm),包装尺寸2(长×宽×高cm),包装类型1,包装类型2,单品重量(g),图片URL,产品图片1,产品图片2,销售数据截止,库存数据截止
CZH-主店一号,B0H269MNGL,X0054DX9RZ,"12 Pack Protective Accessory Kit Compatible with Garmin Forerunner 165, Including 4 Pack TPU Cases, 4 Pack Screen Protector for Garmin Forerunner 165 and 4 Pack Silicone Anti-dust Plugs, 9H Tempered Glass Protection Kit in Reusable Storage Case, Anti-Scratch,Bubble-Free",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,https://m.media-amazon.com/images/I/41CiGaZQYfL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H2M3VB32,X0054N7KJX,"Needlepoint Canvas 13 Mesh, White Cotton Blank Embroidery Fabric, 19x17 Inch",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,https://m.media-amazon.com/images/I/31fHiX9fHjL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H71CDG4D,X0056I732F,"Microgreen Grower for Mason Jars, Microgreens Growing Kit for Mason Jars",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,https://m.media-amazon.com/images/I/41AfPjkJb8L.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SGFPL7,X0057K7Z4N,"Bicep Armband Strap for Fitbit Ace, Lavender, 2 Pack S (16.9'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SHRY9Z,X0057KF69J,"Bicep Armband Strap for Fitbit Ace, Fog, 2 Pack L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SHRYB2,X0057K7VPV,"Bicep Armband Strap for Fitbit Ace, Berry, S (16.9'') + L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SJLBBG,X0057K6JCR,"Bicep Armband Strap for Fitbit Ace, Berry, 2 Pack S (16.9'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SJPZWF,X0057K7YH1,"Bicep Armband Strap for Fitbit Ace, Obsidian, S (16.9'') + L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SJX7W3,X0057K6HFV,"Bicep Armband Strap for Fitbit Ace, Berry, 2 Pack L (19.6'')",,0,0.00,0,0.00,0,0,100,0,0,100,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SMDMH6,X0057K7Z4D,"Bicep Armband Strap for Fitbit Ace, Obsidian, 2 Pack S (16.9'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SPY74Q,X0057K7YHB,"Bicep Armband Strap for Fitbit Ace, Lavender, 2 Pack L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SQ8B2R,X0057K6HFL,"Bicep Armband Strap for Fitbit Ace, Lavender, S (16.9'') + L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SQMP8P,X0057K7VQ5,"Bicep Armband Strap for Fitbit Ace, Fog, 2 Pack S (16.9'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SQYDRB,X0057K6JDB,"Bicep Armband Strap for Fitbit Ace, Obsidian, 2 Pack L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0H9SWF9Z4,X0057K6JD1,"Bicep Armband Strap for Fitbit Ace, Fog, S (16.9'') + L (19.6'')",,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HB6N81NF,X0057NN0KN,Mahjong Charleston Tracker Dial With 1 Dice And 4 Tile Passing Trays,,0,0.00,0,0.00,0,0,0,0,0,0,19×16×1.4,,,,137,https://m.media-amazon.com/images/I/519FIkrOXFL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HB77CY81,X00587WHIJ,SnowCow Mahjong Practice Board with Line Reader & 160 Stripes for 2026 Card,,0,0.00,0,0.00,0,0,120,0,0,120,20.5×17.5×1.5,,,,160,https://m.media-amazon.com/images/I/414spFAWgoL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HB7JRCD6,X00587U0Y7,SnowCow Mahjong Practice Board with Line Reader & 160 Stripes for 2026 Card,,0,0.00,0,0.00,0,0,120,0,0,120,20.5×17.5×1.5,,,,160,https://m.media-amazon.com/images/I/414spFAWgoL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HBKJFMMR,X0057PXLYB,5 Pack Replacement Silicone Bands Compatible with Fitbit Air,,0,0.00,0,0.00,0,0,200,0,0,200,,,,,,https://m.media-amazon.com/images/I/41Cw77MsklL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HBKMD3NW,X0057QIWMV,5 Pack Replacement Nylon Bands Compatible with Fitbit Air,,0,0.00,0,0.00,0,0,210,0,0,210,,,,,,,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HBN5LHZL,X0057RHU8R,SnowCow 8 Pcs Mahjong Shuffler Card Tile Mixer Set,,0,0.00,0,0.00,0,0,120,0,0,120,17×13×1,,,,150,https://m.media-amazon.com/images/I/41n3-glkeDL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HBN71MVS,X005883TTT,SnowCow Vegan Leather Mahjong Card Holder with 4 Line Readers,,0,0.00,0,0.00,0,0,120,0,0,120,23×16.5×1.5,,,,160,https://m.media-amazon.com/images/I/31-IFXJJlJL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HBN7S6ZX,X00587WCXJ,SnowCow Vegan Leather Mahjong Card Holder with 4 Line Readers,,0,0.00,0,0.00,0,0,0,0,0,0,,,,,,https://m.media-amazon.com/images/I/21zHyUAghgL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
CZH-主店一号,B0HBND3T3G,X00587TYIZ,SnowCow Vegan Leather Mahjong Card Holder with 4 Line Readers,,0,0.00,0,0.00,0,0,120,0,0,120,23×16.5×1.5,,,,160,https://m.media-amazon.com/images/I/31snPqS8EJL.jpg,,,2026-08-09,2026-08-10T06:00:03.234Z
